0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,stage,type,date_x,time_x,focal ID,Date_Time,experimenter,session_number,conspecific_ID,seq_num,sequence,true_sequence,phase,paired_status
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_50.txt,x,A,A,P,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,18.0,xAAP,AAP,3,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_51.txt,x,A,A,K,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,19.0,xAAK,AAK,3,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_52.txt,x,A,A,P,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,20.0,xAAP,AAP,3,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_53.txt,x,A,A,P,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,21.0,xAAP,AAP,3,partner
before_phees_2022-03-01_09-22-30_0000047_labelled_Olympia_pheeseq_03.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-03-01,09-22-30,Olympia,2022-03-01 09:22:30,AT/MM,1.0,Tabor,2.0,xAAy,AA,1,non-partner
before_phees_2022-03-01_09-22-30_0000047_labelled_Olympia_pheeseq_04.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-03-01,09-22-30,Olympia,2022-03-01 09:22:30,AT/MM,1.0,Tabor,3.0,xAAy,AA,1,non-partner
before_phees_2022-03-01_09-22-30_0000047_labelled_Olympia_pheeseq_07.txt,x,A,A,K,K,,,,,,,,,,,,,,before,phees,2022-03-01,09-22-30,Olympia,2022-03-01 09:22:30,AT/MM,1.0,Tabor,5.0,xAAKK,AAKK,1,non-partner
before_phees_2022-03-01_09-22-30_0000047_labelled_Olympia_pheeseq_08.txt,x,A,P,,,,,,,,,,,,,,,,before,phees,2022-03-01,09-22-30,Olympia,2022-03-01 09:22:30,AT/MM,1.0,Tabor,6.0,xAP,AP,1,non-partner
before_phees_2022-03-01_09-22-30_0000047_labelled_Tabor_pheeseq_01.txt,x,A,A,A,P,,,,,,,,,,,,,,before,phees,2022-03-01,09-22-30,Tabor,2022-03-01 09:22:30,AT/MM,1.0,Olympia,1.0,xAAAP,AAAP,1,non-partner
before_phees_2022-03-01_09-22-30_0000047_labelled_Tabor_pheeseq_14.txt,x,A,A,A,P,,,,,,,,,,,,,,before,phees,2022-03-01,09-22-30,Tabor,2022-03-01 09:22:30,AT/MM,1.0,Olympia,5.0,xAAAP,AAAP,3,non-partner
