comparison_id,pair_id,stage,context,repertoire_a_id,repertoire_b_id,individual_a,individual_b,receiver_a,receiver_b,session_a,session_b
comparison=0cfaa51a9aae3826468d808d,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Olympia,Tabor,4,3
comparison=edad7d0ac61a50d4ab3d9958,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Olympia,Tabor,4,4
comparison=36dd54498e3c7fb75fe4abf4,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Olympia,Tabor,4,5
comparison=97edb0bd9c1ad9d09e4c5c6c,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Olympia,Tabor,4,6
comparison=1239cd5fb5e4ec51efbe4045,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Olympia,Wuschel,4,1
comparison=357c2e86156e96e6c9e13f50,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Olympia,Wuschel,4,2
comparison=4ef05219f8fa21991aa7aefd,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Olympia,Wuschel,4,3
comparison=ae86a30bf2f8d969673a9e1e,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Olympia,Wuschel,4,4
comparison=50b774a3afd04d86e678bb12,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Olympia,Wuschel,4,5
comparison=092f216994d83f801c8993f2,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=1,focal=Nougatti|conspecific=Odin|stage=before|session=1,Odin,Nougatti,Nougatti,Odin,1,1
comparison=cb823ed7a1a79ea69d5e99d7,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=1,focal=Nougatti|conspecific=Odin|stage=before|session=2,Odin,Nougatti,Nougatti,Odin,1,2
comparison=721e2b7b7a4343ad80640320,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=1,focal=Nougatti|conspecific=Odin|stage=before|session=3,Odin,Nougatti,Nougatti,Odin,1,3
comparison=66cffe2665fe76bf710147ef,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=1,focal=Nougatti|conspecific=Odin|stage=before|session=4,Odin,Nougatti,Nougatti,Odin,1,4
comparison=f5a2b0aa34ac93fe832cf81b,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=1,focal=Nougatti|conspecific=Odin|stage=before|session=5,Odin,Nougatti,Nougatti,Odin,1,5
comparison=279c48a76ef4f99f4bb467d0,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=1,focal=Nougatti|conspecific=Odin|stage=before|session=6,Odin,Nougatti,Nougatti,Odin,1,6
comparison=4bc270e7cc5339d1747188fc,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=2,focal=Nougatti|conspecific=Odin|stage=before|session=1,Odin,Nougatti,Nougatti,Odin,2,1
comparison=63e7b0074fce58524a6d8e49,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=2,focal=Nougatti|conspecific=Odin|stage=before|session=2,Odin,Nougatti,Nougatti,Odin,2,2
comparison=eff10f791385d9c6f6b9ae1e,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=2,focal=Nougatti|conspecific=Odin|stage=before|session=3,Odin,Nougatti,Nougatti,Odin,2,3
comparison=461b81d8ad4477b3e5a209eb,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=2,focal=Nougatti|conspecific=Odin|stage=before|session=4,Odin,Nougatti,Nougatti,Odin,2,4
comparison=d8984fef0f546a7d0a1dd8b3,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=2,focal=Nougatti|conspecific=Odin|stage=before|session=5,Odin,Nougatti,Nougatti,Odin,2,5
comparison=10740ff1cfee5e396807908b,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=2,focal=Nougatti|conspecific=Odin|stage=before|session=6,Odin,Nougatti,Nougatti,Odin,2,6
comparison=416c148ada11c8d0a5db9698,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=3,focal=Nougatti|conspecific=Odin|stage=before|session=1,Odin,Nougatti,Nougatti,Odin,3,1
comparison=35d1e0ebb78a0f46f3d992b4,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=3,focal=Nougatti|conspecific=Odin|stage=before|session=2,Odin,Nougatti,Nougatti,Odin,3,2
comparison=9a487f1b5352ee423f0541bc,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=3,focal=Nougatti|conspecific=Odin|stage=before|session=3,Odin,Nougatti,Nougatti,Odin,3,3
comparison=25c5c2bf12ad8b6ed119d6d3,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=3,focal=Nougatti|conspecific=Odin|stage=before|session=4,Odin,Nougatti,Nougatti,Odin,3,4
comparison=a6f04a79109cc0870ea8e1df,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=3,focal=Nougatti|conspecific=Odin|stage=before|session=5,Odin,Nougatti,Nougatti,Odin,3,5
comparison=1798b0629f50b9ce190fc80f,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=3,focal=Nougatti|conspecific=Odin|stage=before|session=6,Odin,Nougatti,Nougatti,Odin,3,6
comparison=bf34cca05121a25d3f40f76f,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=4,focal=Nougatti|conspecific=Odin|stage=before|session=1,Odin,Nougatti,Nougatti,Odin,4,1
comparison=ce545a8d618efc98f80cbc0a,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=4,focal=Nougatti|conspecific=Odin|stage=before|session=2,Odin,Nougatti,Nougatti,Odin,4,2
comparison=6fcfca95a3b1de45f45a063a,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=4,focal=Nougatti|conspecific=Odin|stage=before|session=3,Odin,Nougatti,Nougatti,Odin,4,3
comparison=36d7b17113cd99bd71473a36,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=4,focal=Nougatti|conspecific=Odin|stage=before|session=4,Odin,Nougatti,Nougatti,Odin,4,4
comparison=2fd16c99663910f8b6d868b6,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=4,focal=Nougatti|conspecific=Odin|stage=before|session=5,Odin,Nougatti,Nougatti,Odin,4,5
comparison=cf4b86ce41b0d3c03ea61c15,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=4,focal=Nougatti|conspecific=Odin|stage=before|session=6,Odin,Nougatti,Nougatti,Odin,4,6
comparison=e4667f8db48e34fdc2a21eac,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=5,focal=Nougatti|conspecific=Odin|stage=before|session=1,Odin,Nougatti,Nougatti,Odin,5,1
comparison=37d1bcc40c2dc92e7facca49,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=5,focal=Nougatti|conspecific=Odin|stage=before|session=2,Odin,Nougatti,Nougatti,Odin,5,2
comparison=3624270930468ed9c771ade8,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=5,focal=Nougatti|conspecific=Odin|stage=before|session=3,Odin,Nougatti,Nougatti,Odin,5,3
comparison=3e62c31b2c1c41ac93a3fd6e,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=5,focal=Nougatti|conspecific=Odin|stage=before|session=4,Odin,Nougatti,Nougatti,Odin,5,4
comparison=3ad28355d925e62b1ec298b4,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=5,focal=Nougatti|conspecific=Odin|stage=before|session=5,Odin,Nougatti,Nougatti,Odin,5,5
comparison=860f973da24483d82a1fab82,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=5,focal=Nougatti|conspecific=Odin|stage=before|session=6,Odin,Nougatti,Nougatti,Odin,5,6
comparison=1e237ea2d26e29e31523291b,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=6,focal=Nougatti|conspecific=Odin|stage=before|session=1,Odin,Nougatti,Nougatti,Odin,6,1
comparison=63a3124693360d9e826bc0a3,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=6,focal=Nougatti|conspecific=Odin|stage=before|session=2,Odin,Nougatti,Nougatti,Odin,6,2
comparison=713035afd019533a6eeda166,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=6,focal=Nougatti|conspecific=Odin|stage=before|session=3,Odin,Nougatti,Nougatti,Odin,6,3
comparison=1da6008b3df6902923a2c1fd,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=6,focal=Nougatti|conspecific=Odin|stage=before|session=4,Odin,Nougatti,Nougatti,Odin,6,4
comparison=0b2898332a7b531f878f018e,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=6,focal=Nougatti|conspecific=Odin|stage=before|session=5,Odin,Nougatti,Nougatti,Odin,6,5
comparison=aded84fb6f7a6c5613fa5eb8,C,before,partner,focal=Odin|conspecific=Nougatti|stage=before|session=6,focal=Nougatti|conspecific=Odin|stage=before|session=6,Odin,Nougatti,Nougatti,Odin,6,6
